locus_tag	ftype	length_bp	gene	EC_number	COG	product
KEIGPOEO_04354	CDS	1071	dadX	5.1.1.1	COG0787	Alanine racemase, catabolic
KEIGPOEO_04355	CDS	1299	dadA	1.4.99.-	COG0665	D-amino acid dehydrogenase
KEIGPOEO_04356	CDS	1533				hypothetical protein
KEIGPOEO_04357	CDS	720	fadR		COG2186	Fatty acid metabolism regulator protein
KEIGPOEO_04358	CDS	1542	nhaB		COG3067	Na(+)/H(+) antiporter NhaB
KEIGPOEO_04359	CDS	531	dsbB		COG1495	Disulfide bond formation protein B
KEIGPOEO_04360	CDS	1269	umuC_1		COG0389	Protein UmuC
KEIGPOEO_04361	CDS	420	umuD_1	3.4.21.-	COG1974	Protein UmuD
KEIGPOEO_04362	CDS	111	hlyE_1			Hemolysin E, chromosomal
KEIGPOEO_04363	CDS	303	hlyE_2			Hemolysin E, chromosomal
KEIGPOEO_04364	CDS	261	hlyE_3			Hemolysin E, chromosomal
KEIGPOEO_04365	CDS	570				hypothetical protein
KEIGPOEO_04366	CDS	660	ycgM		COG0179	putative protein YcgM
KEIGPOEO_04367	CDS	294	ycgL		COG3100	Protein YcgL
KEIGPOEO_04368	CDS	402	pliG			Inhibitor of g-type lysozyme
KEIGPOEO_04369	CDS	369				hypothetical protein
KEIGPOEO_04370	CDS	696	minC		COG0850	Septum site-determining protein MinC
KEIGPOEO_04371	CDS	813	minD		COG2894	Septum site-determining protein MinD
KEIGPOEO_04372	CDS	267	minE		COG0851	Cell division topological specificity factor
KEIGPOEO_04373	CDS	327				putative autotransporter
KEIGPOEO_04374	CDS	285				hypothetical protein
KEIGPOEO_04375	CDS	330	ymgD			putative protein YmgD
KEIGPOEO_04376	CDS	2322				hypothetical protein
KEIGPOEO_04377	CDS	210				hypothetical protein
KEIGPOEO_04378	CDS	219	ymgF			Inner membrane protein YmgF
KEIGPOEO_04379	CDS	1524	pdeG	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeG
KEIGPOEO_04380	CDS	249	ymgC			putative protein YmgC
KEIGPOEO_04381	CDS	267	ariR			putative two-component-system connector protein AriR
KEIGPOEO_04382	CDS	237	ycgZ			putative two-component-system connector protein YcgZ
KEIGPOEO_04383	CDS	1212	bluF			Blue light- and temperature-regulated antirepressor BluF
KEIGPOEO_04384	CDS	732	bluR		COG0789	HTH-type transcriptional repressor BluR
KEIGPOEO_04385	CDS	405	ydfO_2		COG5562	putative protein YdfO
KEIGPOEO_04386	CDS	1251	icd	1.1.1.42	COG0538	Isocitrate dehydrogenase [NADP]
KEIGPOEO_04387	CDS	654	rluE	5.4.99.20	COG1187	Ribosomal large subunit pseudouridine synthase E
KEIGPOEO_04388	CDS	462	nudJ	3.6.1.-	COG0494	Phosphatase NudJ
KEIGPOEO_04389	CDS	1107	mnmA	2.8.1.13	COG0482	tRNA-specific 2-thiouridylase MnmA
KEIGPOEO_04390	CDS	642	hflD		COG2915	High frequency lysogenization protein HflD
KEIGPOEO_04391	CDS	1371	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
KEIGPOEO_04392	CDS	672	phoP			Transcriptional regulatory protein PhoP
KEIGPOEO_04393	CDS	1461	phoQ	2.7.13.3	COG0642	Sensor protein PhoQ
KEIGPOEO_04394	CDS	1122	roxA	1.14.11.47	COG2850	50S ribosomal protein L16 3-hydroxylase
KEIGPOEO_04395	CDS	1230	pepT	3.4.11.4	COG2195	Peptidase T
KEIGPOEO_04396	CDS	1137	potA_2	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
KEIGPOEO_04397	CDS	858	potB		COG1176	Spermidine/putrescine transport system permease protein PotB
KEIGPOEO_04398	CDS	795	ydcV_2			Inner membrane ABC transporter permease protein YdcV
KEIGPOEO_04399	CDS	1047	potD		COG0687	Spermidine/putrescine-binding periplasmic protein
KEIGPOEO_04400	CDS	462	ymfA			Inner membrane protein YmfA
KEIGPOEO_04401	CDS	711	ycfZ			Inner membrane protein YcfZ
KEIGPOEO_04402	CDS	822	cobB	2.3.1.286	COG0846	NAD-dependent protein deacylase
KEIGPOEO_04403	CDS	912	nagK	2.7.1.59	COG1940	N-acetyl-D-glucosamine kinase
KEIGPOEO_04404	CDS	1239	lolE		COG4591	Lipoprotein-releasing system transmembrane protein LolE
KEIGPOEO_04405	CDS	702	lolD_2	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
KEIGPOEO_04406	CDS	1200	lolC		COG4591	Lipoprotein-releasing system transmembrane protein LolC
KEIGPOEO_04407	CDS	1074	ycfT		COG4763	Inner membrane protein YcfT
KEIGPOEO_04408	CDS	3495	mfd	3.6.4.-	COG1197	Transcription-repair-coupling factor
KEIGPOEO_04409	CDS	960	ycfS	2.-.-.-	COG1376	putative L,D-transpeptidase YcfS
KEIGPOEO_04410	CDS	258	bhsA_3			Multiple stress resistance protein BhsA
KEIGPOEO_04411	CDS	696	comR			HTH-type transcriptional repressor ComR
KEIGPOEO_04412	CDS	540				hypothetical protein
KEIGPOEO_04413	CDS	1305	ndh	1.6.99.3	COG1252	NADH dehydrogenase
KEIGPOEO_04414	CDS	543				hypothetical protein
KEIGPOEO_04415	CDS	1026	nagZ	3.2.1.52	COG1472	Beta-hexosaminidase
KEIGPOEO_04416	CDS	825	thiK	2.7.1.89	COG0510	Thiamine kinase
KEIGPOEO_04417	CDS	642	lpoB		COG3417	Penicillin-binding protein activator LpoB
KEIGPOEO_04418	CDS	378				hypothetical protein
KEIGPOEO_04419	CDS	360	hinT	3.9.1.-	COG0537	Purine nucleoside phosphoramidase
KEIGPOEO_04420	CDS	2190	fhuE		COG4773	FhuE receptor
KEIGPOEO_04421	CDS	1434	ptsG_2		COG1263	PTS system glucose-specific EIICB component
KEIGPOEO_04422	CDS	798	ycfH	3.1.-.-	COG0084	putative metal-dependent hydrolase YcfH
KEIGPOEO_04423	CDS	1005	holB	2.7.7.7	COG0470	DNA polymerase III subunit delta'
KEIGPOEO_04424	CDS	642	tmk_2	2.7.4.9	COG0125	Thymidylate kinase
KEIGPOEO_04425	CDS	1023	mltG	4.2.2.-	COG1559	Endolytic murein transglycosylase
KEIGPOEO_04426	CDS	810	pabC	4.1.3.38	COG0115	Aminodeoxychorismate lyase
KEIGPOEO_04427	CDS	1242	fabF	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
KEIGPOEO_04428	CDS	237	acpP_2			Acyl carrier protein
KEIGPOEO_04429	CDS	735	fabG	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
KEIGPOEO_04430	CDS	930	fabD	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
KEIGPOEO_04431	CDS	954	fabH	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
KEIGPOEO_04432	CDS	1041	plsX	2.3.1.274	COG0416	Phosphate acyltransferase
KEIGPOEO_04433	CDS	174	rpmF		COG0333	50S ribosomal protein L32
KEIGPOEO_04434	CDS	522	yceD_5		COG1399	Large ribosomal RNA subunit accumulation protein YceD
KEIGPOEO_04435	CDS	624	yceF	3.6.1.-	COG0424	7-methyl-GTP pyrophosphatase
KEIGPOEO_04436	CDS	960	rluC	5.4.99.24	COG0564	Ribosomal large subunit pseudouridine synthase C
KEIGPOEO_04437	CDS	3186	rne	3.1.26.12	COG1530	Ribonuclease E
KEIGPOEO_04438	CDS	954	flgL		COG1344	Flagellar hook-associated protein 3
KEIGPOEO_04439	CDS	1644	flgK		COG1256	Flagellar hook-associated protein 1
KEIGPOEO_04440	CDS	942	flgJ	3.2.1.-	COG1705	Peptidoglycan hydrolase FlgJ
KEIGPOEO_04441	CDS	1098	flgI			Flagellar P-ring protein
KEIGPOEO_04442	CDS	699	flgH			Flagellar L-ring protein
KEIGPOEO_04443	CDS	783	flgG		COG4786	Flagellar basal-body rod protein FlgG
KEIGPOEO_04444	CDS	756	flgF		COG4787	Flagellar basal-body rod protein FlgF
KEIGPOEO_04445	CDS	1206	flgE		COG1749	Flagellar hook protein FlgE
KEIGPOEO_04446	CDS	696	flgD		COG1843	Basal-body rod modification protein FlgD
KEIGPOEO_04447	CDS	405	flgC		COG1558	Flagellar basal-body rod protein FlgC
KEIGPOEO_04448	CDS	417	flgB		COG1815	Flagellar basal body rod protein FlgB
KEIGPOEO_04449	CDS	660	flgA		COG1261	Flagella basal body P-ring formation protein FlgA
KEIGPOEO_04450	CDS	294	flgM		COG2747	Negative regulator of flagellin synthesis
KEIGPOEO_04451	CDS	417	flgN		COG3418	Flagella synthesis protein FlgN
KEIGPOEO_04452	CDS	1536	murJ		COG0728	Lipid II flippase MurJ
KEIGPOEO_04453	CDS	924	yceM	1.-.-.-	COG0673	Putative oxidoreductase YceM
KEIGPOEO_04454	CDS	648				hypothetical protein
KEIGPOEO_04455	CDS	585	rimJ	2.3.1.267	COG1670	[Ribosomal protein S5]-alanine N-acetyltransferase
KEIGPOEO_04456	CDS	1209	mdtH			Multidrug resistance protein MdtH
KEIGPOEO_04457	CDS	648	grxB		COG2999	Glutaredoxin 2
KEIGPOEO_04458	CDS	561	yceB			putative lipoprotein YceB
KEIGPOEO_04459	CDS	1047	pyrC	3.5.2.3	COG0418	Dihydroorotase
KEIGPOEO_04460	CDS	246	dinI_2			DNA damage-inducible protein I
KEIGPOEO_04461	CDS	255	bssS			Biofilm regulator BssS
KEIGPOEO_04462	CDS	1119	solA	1.5.3.-	COG0665	N-methyl-L-tryptophan oxidase
KEIGPOEO_04463	CDS	114	yceO			putative protein YceO
KEIGPOEO_04464	CDS	567	yceJ		COG3038	Cytochrome b561 
KEIGPOEO_04465	CDS	576	yceI		COG2353	Protein YceI
KEIGPOEO_04466	CDS	1053				hypothetical protein
KEIGPOEO_04467	CDS	921	lpxL	2.3.1.241	COG1560	Lipid A biosynthesis lauroyltransferase
KEIGPOEO_04468	CDS	1227	sbnD			Staphyloferrin B transporter
KEIGPOEO_04469	CDS	375				hypothetical protein
KEIGPOEO_04470	CDS	228				hypothetical protein
KEIGPOEO_04471	CDS	2514	mdoH	2.4.1.-	COG2943	Glucans biosynthesis glucosyltransferase H
KEIGPOEO_04472	CDS	1503	mdoG		COG3131	Glucans biosynthesis protein G
KEIGPOEO_04473	CDS	1158	mdoC	2.1.-.-		Glucans biosynthesis protein C
KEIGPOEO_04474	CDS	1482	clsC	2.7.8.-	COG1502	Cardiolipin synthase C
KEIGPOEO_04475	CDS	534	ymdB	3.1.1.106	COG2110	O-acetyl-ADP-ribose deacetylase
KEIGPOEO_04476	CDS	333	csgC			Curli assembly protein CsgC
KEIGPOEO_04477	CDS	456	csgA			Major curlin subunit
KEIGPOEO_04478	CDS	456	csgB			Minor curlin subunit
KEIGPOEO_04479	CDS	651	csgD		COG2771	CsgBAC operon transcriptional regulatory protein
KEIGPOEO_04480	CDS	390	csgE			Curli production assembly/transport component CsgE
KEIGPOEO_04481	CDS	417	csgF			Curli production assembly/transport component CsgF
KEIGPOEO_04482	CDS	834	csgG		COG1462	Curli production assembly/transport component CsgG
KEIGPOEO_04483	CDS	522	ycdZ			Inner membrane protein YcdZ
KEIGPOEO_04484	CDS	555	ycdY		COG3381	Chaperone protein YcdY
KEIGPOEO_04485	CDS	738	ycdX	3.1.3.-	COG1387	putative phosphatase YcdX
KEIGPOEO_04486	CDS	939	ghrA	1.1.1.79	COG0111	Glyoxylate/hydroxypyruvate reductase A
KEIGPOEO_04487	CDS	213				hypothetical protein
KEIGPOEO_04488	CDS	618	gstB_2	2.5.1.18	COG0625	Glutathione S-transferase GST-6.0
KEIGPOEO_04489	CDS	1500	ansP2		COG1113	L-asparagine permease 2
KEIGPOEO_04490	CDS	1062	yncE		COG3391	putative protein YncE
KEIGPOEO_04491	CDS	2103	cntO			Metal-pseudopaline receptor CntO
KEIGPOEO_04492	CDS	666	mcbR		COG1802	HTH-type transcriptional regulator McbR
KEIGPOEO_04493	CDS	1038	curA	1.3.1.-	COG2130	NADPH-dependent curcumin reductase
KEIGPOEO_04494	CDS	519	mnaT	2.3.1.-	COG1247	L-amino acid N-acyltransferase MnaT
KEIGPOEO_04495	CDS	450	ydcZ		COG3238	Inner membrane protein YdcZ
KEIGPOEO_04496	CDS	234	ydcY			putative protein YdcY
KEIGPOEO_04497	CDS	174	ortT			Orphan toxin OrtT
KEIGPOEO_04498	CDS	810	dapH	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
KEIGPOEO_04499	CDS	1425	prr	1.2.1.19	COG1012	Gamma-aminobutyraldehyde dehydrogenase
KEIGPOEO_04500	CDS	795	ydcV_3			Inner membrane ABC transporter permease protein YdcV
KEIGPOEO_04501	CDS	942	ydcU		COG1176	Inner membrane ABC transporter permease protein YdcU
KEIGPOEO_04502	CDS	1014	potA_3	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
KEIGPOEO_04503	CDS	1146	ydcS	2.3.1.-		Bifunctional polyhydroxybutyrate synthase / ABC transporter periplasmic binding protein
KEIGPOEO_04504	CDS	1407	lysN	2.6.1.39	COG1167	2-aminoadipate transaminase
KEIGPOEO_04505	CDS	438	hicB		COG1598	Antitoxin HicB
KEIGPOEO_04506	CDS	195				hypothetical protein
KEIGPOEO_04507	CDS	171				hypothetical protein
KEIGPOEO_04508	CDS	2004	rlhA_2		COG0826	23S rRNA 5-hydroxycytidine synthase
KEIGPOEO_04509	CDS	537	sutR		COG1396	HTH-type transcriptional regulator SutR
KEIGPOEO_04510	CDS	1176	ydcO		COG3135	Inner membrane protein YdcO
KEIGPOEO_04511	CDS	1149				IS200/IS605 family transposase IS609
KEIGPOEO_04512	CDS	669				hypothetical protein
KEIGPOEO_04513	CDS	594	tehB	2.1.1.265	COG0500	Tellurite methyltransferase
KEIGPOEO_04514	CDS	993	tehA		COG1275	Tellurite resistance protein TehA
KEIGPOEO_04515	CDS	981				hypothetical protein
KEIGPOEO_04516	CDS	537	rimL	2.3.1.-	COG1670	Ribosomal-protein-serine acetyltransferase
KEIGPOEO_04517	CDS	225				hypothetical protein
KEIGPOEO_04518	CDS	1620	mdoD		COG3131	Glucans biosynthesis protein D
KEIGPOEO_04519	CDS	1344			COG5383	putative protein
KEIGPOEO_04520	CDS	924	catM			HTH-type transcriptional regulator CatM
KEIGPOEO_04521	CDS	1641	trg		COG0840	Methyl-accepting chemotaxis protein III
KEIGPOEO_04522	CDS	168				hypothetical protein
KEIGPOEO_04523	CDS	174				hypothetical protein
KEIGPOEO_04524	CDS	531	cybB		COG3038	Cytochrome b561
KEIGPOEO_04525	CDS	1002	gap	1.2.1.12		Glyceraldehyde-3-phosphate dehydrogenase
KEIGPOEO_04526	CDS	1440	aldA	1.2.1.22	COG1012	Lactaldehyde dehydrogenase
KEIGPOEO_04527	CDS	801	ydcF		COG1434	Protein YdcF
KEIGPOEO_04528	CDS	3903				hypothetical protein
KEIGPOEO_04529	CDS	606	azoR_2	1.7.1.17	COG1182	FMN-dependent NADH-azoreductase
KEIGPOEO_04530	CDS	1317	ynbD		COG0671	putative protein YnbD
KEIGPOEO_04531	CDS	1758	ynbC		COG2267	putative protein YnbC
KEIGPOEO_04532	CDS	897				hypothetical protein
KEIGPOEO_04533	CDS	606	ynbA		COG0558	Inner membrane protein YnbA
KEIGPOEO_04534	CDS	2307				hypothetical protein
KEIGPOEO_04535	CDS	861	pdxI	1.1.1.65		Pyridoxine 4-dehydrogenase
KEIGPOEO_04536	CDS	591	caiE			Carnitine operon protein CaiE
KEIGPOEO_04537	CDS	951	paaX		COG3327	Transcriptional repressor PaaX
KEIGPOEO_04538	CDS	1314	paaK	6.2.1.30	COG1541	Phenylacetate-coenzyme A ligase
KEIGPOEO_04539	CDS	1206	paaJ	2.3.1.174	COG0183	3-oxoadipyl-CoA/3-oxo-5,6-dehydrosuberyl-CoA thiolase
KEIGPOEO_04540	CDS	423	paaI	3.1.2.-	COG2050	Acyl-coenzyme A thioesterase PaaI
KEIGPOEO_04541	CDS	1383	paaH	1.1.1.-	COG1250	3-hydroxyadipyl-CoA dehydrogenase
KEIGPOEO_04542	CDS	789	paaG	5.3.3.18	COG1024	1,2-epoxyphenylacetyl-CoA isomerase
KEIGPOEO_04543	CDS	768	paaF	4.2.1.17	COG1024	2,3-dehydroadipyl-CoA hydratase
KEIGPOEO_04544	CDS	1071	paaE	1.-.-.-	COG1018	1,2-phenylacetyl-CoA epoxidase, subunit E
KEIGPOEO_04545	CDS	498	paaD		COG2151	Putative 1,2-phenylacetyl-CoA epoxidase, subunit D
KEIGPOEO_04546	CDS	747	paaC		COG3396	1,2-phenylacetyl-CoA epoxidase, subunit C
KEIGPOEO_04547	CDS	288	paaB		COG3460	1,2-phenylacetyl-CoA epoxidase, subunit B
KEIGPOEO_04548	CDS	930	paaA	1.14.13.149	COG3396	1,2-phenylacetyl-CoA epoxidase, subunit A
KEIGPOEO_04549	CDS	2046	paaZ		COG2030	Bifunctional protein PaaZ
KEIGPOEO_04550	CDS	2274	tynA	1.4.3.21	COG3733	Primary amine oxidase
KEIGPOEO_04551	CDS	1500	feaB	1.2.1.39	COG1012	Phenylacetaldehyde dehydrogenase
KEIGPOEO_04552	CDS	906	feaR		COG2207	Transcriptional activator FeaR
KEIGPOEO_04553	CDS	327				hypothetical protein
KEIGPOEO_04554	CDS	186				hypothetical protein
KEIGPOEO_04555	CDS	2640				hypothetical protein
KEIGPOEO_04556	CDS	990	ldhA	1.1.1.28	COG1052	D-lactate dehydrogenase
KEIGPOEO_04557	CDS	423	hslJ		COG3187	Heat shock protein HslJ
KEIGPOEO_04558	CDS	267				hypothetical protein
KEIGPOEO_04559	CDS	3525	nifJ	1.2.7.-	COG0674	Pyruvate-flavodoxin oxidoreductase
KEIGPOEO_04560	CDS	1134	ompN		COG3203	Outer membrane porin N
KEIGPOEO_04561	CDS	435	uspF		COG0589	Universal stress protein F
KEIGPOEO_04562	CDS	936	ttcA	2.8.1.-	COG0037	tRNA-cytidine(32) 2-sulfurtransferase
KEIGPOEO_04563	CDS	1374	dbpA	3.6.4.13	COG0513	ATP-dependent RNA helicase DbpA
KEIGPOEO_04564	CDS	174	ynaL			Protein YnaL
KEIGPOEO_04565	CDS	984	zntB		COG0598	Zinc transport protein ZntB
KEIGPOEO_04566	CDS	1233	dgcM	2.7.7.65	COG2199	Diguanylate cyclase DgcM
KEIGPOEO_04567	CDS	564	smrA	3.1.-.-	COG2840	putative DNA endonuclease SmrA
KEIGPOEO_04568	CDS	909	tsaR_2			HTH-type transcriptional regulator TsaR
KEIGPOEO_04569	CDS	1311	abgA	3.5.1.-	COG1473	p-aminobenzoyl-glutamate hydrolase subunit A
KEIGPOEO_04570	CDS	1446	abgB	3.5.1.-	COG1473	p-aminobenzoyl-glutamate hydrolase subunit B
KEIGPOEO_04571	CDS	1527	abgT		COG2978	p-aminobenzoyl-glutamate transport protein
KEIGPOEO_04572	CDS	516	ogt	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase
KEIGPOEO_04573	CDS	753	fnr		COG0664	Fumarate and nitrate reduction regulatory protein
KEIGPOEO_04574	CDS	951	uspE		COG0589	Universal stress protein E
KEIGPOEO_04575	CDS	258				hypothetical protein
KEIGPOEO_04576	CDS	1032	ynaI		COG0668	Low conductance mechanosensitive channel YnaI
KEIGPOEO_04577	CDS	1614	mppA		COG4166	Periplasmic murein peptide-binding protein
KEIGPOEO_04578	CDS	900	pgrR_2			HTH-type transcriptional regulator PgrR
KEIGPOEO_04579	CDS	921	ycjY		COG1073	putative protein YcjY
KEIGPOEO_04580	CDS	165				hypothetical protein
KEIGPOEO_04581	CDS	729	mpaA	3.4.17.-	COG2866	Murein peptide amidase A
KEIGPOEO_04582	CDS	966	ycjG	5.1.1.20	COG4948	L-Ala-D/L-Glu epimerase
KEIGPOEO_04583	CDS	507	tpx	1.11.1.15	COG2077	Thiol peroxidase
KEIGPOEO_04584	CDS	1542	tyrR		COG3283	Transcriptional regulatory protein TyrR
KEIGPOEO_04585	CDS	1062				hypothetical protein
KEIGPOEO_04586	CDS	1398	ycjX		COG3106	putative protein YcjX
KEIGPOEO_04587	CDS	999	purR_2		COG1609	HTH-type transcriptional repressor PurR
KEIGPOEO_04588	CDS	906	ompG			Outer membrane porin G
KEIGPOEO_04589	CDS	1083	msmX	7.5.2.-	COG3839	Oligosaccharides import ATP-binding protein MsmX
KEIGPOEO_04590	CDS	660	ycjU	5.4.2.6	COG0637	Beta-phosphoglucomutase
KEIGPOEO_04591	CDS	2268	ycjT	2.4.1.230	COG1554	Kojibiose phosphorylase
KEIGPOEO_04592	CDS	1056	afr	1.1.1.292		1,5-anhydro-D-fructose reductase
KEIGPOEO_04593	CDS	789	iolE	4.2.1.44		Inosose dehydratase
KEIGPOEO_04594	CDS	1053	tdh_1	1.1.1.103		L-threonine 3-dehydrogenase
KEIGPOEO_04595	CDS	843	ycjP		COG0395	Inner membrane ABC transporter permease protein YcjP
KEIGPOEO_04596	CDS	882	ycjO		COG1175	Inner membrane ABC transporter permease protein YcjO
KEIGPOEO_04597	CDS	1293				hypothetical protein
KEIGPOEO_04598	CDS	1680	ycjM	2.4.1.352	COG0366	Glucosylglycerate phosphorylase
KEIGPOEO_04599	CDS	315	pspE	2.8.1.1	COG0607	Thiosulfate sulfurtransferase PspE
KEIGPOEO_04600	CDS	222	pspD			Phage shock protein D
KEIGPOEO_04601	CDS	360	pspC		COG1983	Phage shock protein C
KEIGPOEO_04602	CDS	225	pspB_2			Phage shock protein B
KEIGPOEO_04603	CDS	669	pspA		COG1842	Phage shock protein A
KEIGPOEO_04604	CDS	978	pspF		COG1221	Psp operon transcriptional activator
KEIGPOEO_04605	CDS	1266	puuE	2.6.1.19	COG0160	4-aminobutyrate aminotransferase PuuE
KEIGPOEO_04606	CDS	1281	puuB	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
KEIGPOEO_04607	CDS	1488	puuC	1.2.1.5	COG1012	NADP/NAD-dependent aldehyde dehydrogenase PuuC
KEIGPOEO_04608	CDS	558	puuR			HTH-type transcriptional regulator PuuR
KEIGPOEO_04609	CDS	765	puuD	3.5.1.94	COG2071	Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD
KEIGPOEO_04610	CDS	1419	puuA	6.3.1.11	COG0174	Gamma-glutamylputrescine synthetase PuuA
KEIGPOEO_04611	CDS	1386	puuP		COG0531	Putrescine importer PuuP
KEIGPOEO_04612	CDS	246				hypothetical protein
KEIGPOEO_04613	CDS	1644	sapA		COG4166	Peptide transport periplasmic protein SapA
KEIGPOEO_04614	CDS	966	sapB_2		COG4168	Putrescine export system permease protein SapB
KEIGPOEO_04615	CDS	891	sapC		COG4171	Putrescine export system permease protein SapC
KEIGPOEO_04616	CDS	993	sapD		COG4170	Putrescine export system ATP-binding protein SapD
KEIGPOEO_04617	CDS	807	sapF		COG4167	Putrescine export system ATP-binding protein SapF
KEIGPOEO_04618	CDS	351			COG2852	putative protein
KEIGPOEO_04619	CDS	789	fabI	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
KEIGPOEO_04620	CDS	1128				hypothetical protein
KEIGPOEO_04621	CDS	1935	rnb	3.1.13.1	COG4776	Exoribonuclease 2
KEIGPOEO_04622	CDS	1986	pdeR	3.1.4.52	COG2199	Cyclic di-GMP phosphodiesterase PdeR
KEIGPOEO_04623	CDS	174				hypothetical protein
KEIGPOEO_04624	CDS	750	srlR_5		COG1349	Glucitol operon repressor
KEIGPOEO_04625	CDS	219	osmB			Osmotically-inducible lipoprotein B
KEIGPOEO_04626	CDS	327	yciH		COG0023	putative protein YciH
KEIGPOEO_04627	CDS	798	pyrF	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
KEIGPOEO_04628	CDS	1170	lapB_2		COG2956	Lipopolysaccharide assembly protein B
KEIGPOEO_04629	CDS	309	lapA		COG3771	Lipopolysaccharide assembly protein A
KEIGPOEO_04630	CDS	765	pgpB	3.1.3.27	COG0671	Phosphatidylglycerophosphatase B
KEIGPOEO_04631	CDS	591	ribA	3.5.4.25	COG0807	GTP cyclohydrolase-2
KEIGPOEO_04632	CDS	2676	acnA	4.2.1.3	COG1048	Aconitate hydratase A
KEIGPOEO_04633	CDS	96	ymiC			Protein YmiC
KEIGPOEO_04634	CDS	168				hypothetical protein
KEIGPOEO_04635	CDS	129	ymiA			Protein YmiA
KEIGPOEO_04636	CDS	975	cysB			HTH-type transcriptional regulator CysB
KEIGPOEO_04637	CDS	2598	topA_2	5.6.2.1	COG0550	DNA topoisomerase 1
KEIGPOEO_04638	CDS	252	yciN			Protein YciN
KEIGPOEO_04639	CDS	1050	sohB	3.4.21.-	COG0616	putative protease SohB
KEIGPOEO_04640	CDS	759	yciK	1.-.-.-	COG1028	putative oxidoreductase YciK
KEIGPOEO_04641	CDS	591	btuR	2.5.1.17	COG2109	Corrinoid adenosyltransferase
KEIGPOEO_04642	CDS	873	rluB	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
KEIGPOEO_04643	CDS	621	yciO		COG0009	putative protein YciO
KEIGPOEO_04644	CDS	882	yciV	3.1.13.-	COG0613	5'-3' exoribonuclease
KEIGPOEO_04645	CDS	1563	trpE	4.1.3.27	COG0147	Anthranilate synthase component 1
KEIGPOEO_04646	CDS	1596	trpGD		COG0512	Bifunctional protein TrpGD
KEIGPOEO_04647	CDS	1359	trpC		COG0134	Tryptophan biosynthesis protein TrpCF
KEIGPOEO_04648	CDS	1194	trpB	4.2.1.20	COG0133	Tryptophan synthase beta chain
KEIGPOEO_04649	CDS	807	trpA	4.2.1.20	COG0159	Tryptophan synthase alpha chain
KEIGPOEO_04650	CDS	180				hypothetical protein
KEIGPOEO_04651	CDS	501	yciF		COG3685	Protein YciF
KEIGPOEO_04652	CDS	507	yciE		COG3685	Protein YciE
KEIGPOEO_04653	CDS	171				hypothetical protein
KEIGPOEO_04654	CDS	270				hypothetical protein
KEIGPOEO_04655	CDS	657				hypothetical protein
KEIGPOEO_04656	CDS	249				hypothetical protein
KEIGPOEO_04657	CDS	927				hypothetical protein
KEIGPOEO_04658	CDS	684	yhdJ_2	2.1.1.72	COG0863	DNA adenine methyltransferase YhdJ
KEIGPOEO_04659	CDS	222				hypothetical protein
KEIGPOEO_04660	CDS	435				hypothetical protein
KEIGPOEO_04661	CDS	777				hypothetical protein
KEIGPOEO_04662	CDS	426	klcA_1			Antirestriction protein KlcA
KEIGPOEO_04663	CDS	423				hypothetical protein
KEIGPOEO_04664	CDS	192				hypothetical protein
KEIGPOEO_04665	CDS	528	ssb_2			Plasmid-derived single-stranded DNA-binding protein
KEIGPOEO_04666	CDS	234				hypothetical protein
KEIGPOEO_04667	CDS	1959	noc_1			Nucleoid occlusion protein
KEIGPOEO_04668	CDS	438	psiB_1			Protein PsiB
KEIGPOEO_04669	CDS	720				hypothetical protein
KEIGPOEO_04670	CDS	597				hypothetical protein
KEIGPOEO_04671	CDS	426				hypothetical protein
KEIGPOEO_04672	CDS	426	klcA_2			Antirestriction protein KlcA
KEIGPOEO_04673	CDS	423				hypothetical protein
KEIGPOEO_04674	CDS	192				hypothetical protein
KEIGPOEO_04675	CDS	435				hypothetical protein
KEIGPOEO_04676	CDS	267				hypothetical protein
KEIGPOEO_04677	CDS	390				hypothetical protein
KEIGPOEO_04678	CDS	915				ISNCY family transposase ISRor2
KEIGPOEO_04679	CDS	207				hypothetical protein
KEIGPOEO_04680	CDS	252				hypothetical protein
KEIGPOEO_04681	CDS	849				hypothetical protein
KEIGPOEO_04682	CDS	336				hypothetical protein
KEIGPOEO_04683	CDS	333				hypothetical protein
KEIGPOEO_04684	CDS	2700				hypothetical protein
KEIGPOEO_04685	CDS	2292				hypothetical protein
KEIGPOEO_04686	CDS	1071				hypothetical protein
